Match_Date,Match_Format,Opponent,Winner,Margin,Ground,Year,Gender,Toss_Winner,Toss_Decision,Player_of_Match,Event_Name,Home_Away
2019-01-08,ODI,New Zealand,Opponent,115 runs,Saxton Oval,2019,male,Sri Lanka,field,LRPL Taylor,Sri Lanka tour of New Zealand,Away
2019-01-11,T20,New Zealand,Opponent,35 runs,Eden Park,2019,male,Sri Lanka,field,DAJ Bracewell,Sri Lanka tour of New Zealand,Away
2019-01-24,Test,Australia,Opponent,40 runs,"Brisbane Cricket Ground, Woolloongabba",2019,male,Sri Lanka,bat,PJ Cummins,Sri Lanka tour of Australia,Away
2019-02-01,T20,South Africa,Opponent,7 wickets,Newlands,2019,female,Sri Lanka,bat,D van Niekerk,Sri Lanka Women tour of South Africa,Away
2019-02-01,Test,Australia,Opponent,366 runs,Manuka Oval,2019,male,Australia,bat,MA Starc,Sri Lanka tour of Australia,Away
2019-02-06,T20,South Africa,Opponent,39 runs,SuperSport Park,2019,female,Sri Lanka,field,S Luus,Sri Lanka Women tour of South Africa,Away
2019-02-11,ODI,South Africa,Opponent,7 runs,Senwes Park,2019,female,Sri Lanka,field,D van Niekerk,Sri Lanka in South Africa ODI Series,Away
2019-02-13,Test,South Africa,Sri Lanka,1 wicket,Kingsmead,2019,male,Sri Lanka,field,MDKJ Perera,Sri Lanka tour of South Africa,Away
2019-02-14,ODI,South Africa,Opponent,30 runs,Senwes Park,2019,female,Sri Lanka,field,M Kapp,Sri Lanka in South Africa ODI Series,Away
2019-02-17,ODI,South Africa,Opponent,6 wickets,Senwes Park,2019,female,Sri Lanka,bat,M du Preez,Sri Lanka in South Africa ODI Series,Away
2019-02-21,Test,South Africa,Sri Lanka,8 wickets,St George's Park,2019,male,South Africa,bat,BKG Mendis,Sri Lanka tour of South Africa,Away
2019-03-03,ODI,South Africa,Opponent,8 wickets,The Wanderers Stadium,2019,male,South Africa,field,F du Plessis,Sri Lanka tour of South Africa,Away
2019-03-06,ODI,South Africa,Opponent,113 runs,SuperSport Park,2019,male,Sri Lanka,field,Q de Kock,Sri Lanka tour of South Africa,Away
2019-03-10,ODI,South Africa,Opponent,71 runs,Kingsmead,2019,male,Sri Lanka,field,Q de Kock,Sri Lanka tour of South Africa,Away
2019-03-13,ODI,South Africa,Opponent,6 wickets,St George's Park,2019,male,South Africa,field,I Udana,Sri Lanka tour of South Africa,Away
2019-03-16,ODI,England,Opponent,154 runs,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2019,female,Sri Lanka,field,nan,England Women in Sri Lanka ODI Series,Away
2019-03-16,ODI,South Africa,Opponent,41 runs,Newlands,2019,male,Sri Lanka,bat,AK Markram,Sri Lanka tour of South Africa,Away
2019-03-18,ODI,England,Opponent,6 wickets,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2019,female,Sri Lanka,bat,nan,England Women in Sri Lanka ODI Series,Away
2019-03-19,T20,South Africa,Tie,,Newlands,2019,male,South Africa,field,DA Miller,Sri Lanka tour of South Africa,Away
2019-03-21,ODI,England,Opponent,8 wickets,FTZ Sports Complex (BOI),2019,female,Sri Lanka,bat,nan,England Women in Sri Lanka ODI Series,Away
2019-03-22,T20,South Africa,Opponent,16 runs,SuperSport Park,2019,male,Sri Lanka,field,HE van der Dussen,Sri Lanka tour of South Africa,Away
2019-03-24,T20,England,Opponent,8 wickets,P Sara Oval,2019,female,Sri Lanka,bat,nan,England Women tour of Sri Lanka,Home
2019-03-24,T20,South Africa,Opponent,45 runs,The Wanderers Stadium,2019,male,Sri Lanka,field,D Pretorius,Sri Lanka tour of South Africa,Away
2019-03-26,T20,England,Opponent,8 wickets,P Sara Oval,2019,female,Sri Lanka,bat,nan,England Women tour of Sri Lanka,Home
2019-03-28,T20,England,Opponent,96 runs,P Sara Oval,2019,female,Sri Lanka,field,nan,England Women tour of Sri Lanka,Home
2019-05-21,ODI,Scotland,Sri Lanka,35 runs,"Grange Cricket Club, Raeburn Place",2019,male,Scotland,field,N Pradeep,Sri Lanka tour of England and Scotland,Away
2019-06-01,ODI,New Zealand,Opponent,10 wickets,Sophia Gardens,2019,male,New Zealand,field,MJ Henry,World Cup,Away
2019-06-15,ODI,Australia,Opponent,87 runs,Kennington Oval,2019,male,Sri Lanka,field,AJ Finch,World Cup,Away
2019-06-21,ODI,England,Sri Lanka,20 runs,Headingley,2019,male,Sri Lanka,bat,SL Malinga,World Cup,Away
2019-06-28,ODI,South Africa,Opponent,9 wickets,Riverside Ground,2019,male,South Africa,field,D Pretorius,World Cup,Away
2019-07-01,ODI,West Indies,Sri Lanka,23 runs,Riverside Ground,2019,male,West Indies,field,WIA Fernando,World Cup,Away
2019-07-06,ODI,India,Opponent,7 wickets,Headingley,2019,male,Sri Lanka,bat,RG Sharma,World Cup,Away
2019-07-26,ODI,Bangladesh,Sri Lanka,91 runs,"R.Premadasa Stadium, Khettarama",2019,male,Sri Lanka,bat,MDKJ Perera,Bangladesh tour of Sri Lanka,Home
2019-07-28,ODI,Bangladesh,Sri Lanka,7 wickets,"R.Premadasa Stadium, Khettarama",2019,male,Bangladesh,bat,WIA Fernando,Bangladesh tour of Sri Lanka,Home
2019-07-31,ODI,Bangladesh,Sri Lanka,122 runs,"R.Premadasa Stadium, Khettarama",2019,male,Sri Lanka,bat,AD Mathews,Bangladesh tour of Sri Lanka,Home
2019-08-14,Test,New Zealand,Sri Lanka,6 wickets,Galle International Stadium,2019,male,New Zealand,bat,FDM Karunaratne,New Zealand in Sri Lanka Test Series,Home
2019-08-22,Test,New Zealand,Opponent,65 runs,P Sara Oval,2019,male,Sri Lanka,bat,TWM Latham,New Zealand in Sri Lanka Test Series,Home
2019-09-01,T20,New Zealand,Opponent,5 wickets,Pallekele International Cricket Stadium,2019,male,Sri Lanka,bat,LRPL Taylor,New Zealand tour of Sri Lanka,Home
2019-09-03,T20,New Zealand,Opponent,4 wickets,Pallekele International Cricket Stadium,2019,male,Sri Lanka,bat,TG Southee,New Zealand tour of Sri Lanka,Home
2019-09-06,T20,New Zealand,Sri Lanka,37 runs,Pallekele International Cricket Stadium,2019,male,Sri Lanka,bat,SL Malinga,New Zealand tour of Sri Lanka,Home
2019-09-29,T20,Australia,Opponent,41 runs,North Sydney Oval,2019,female,Australia,bat,BL Mooney,Sri Lanka Women tour of Australia,Away
2019-09-30,ODI,Pakistan,Opponent,67 runs,National Stadium,2019,male,Pakistan,bat,Usman Shinwari,Sri Lanka tour of Pakistan,Away
2019-09-30,T20,Australia,Opponent,9 wickets,North Sydney Oval,2019,female,Sri Lanka,bat,BL Mooney,Sri Lanka Women tour of Australia,Away
2019-10-02,ODI,Pakistan,Opponent,5 wickets,National Stadium,2019,male,Sri Lanka,bat,Abid Ali,Sri Lanka tour of Pakistan,Away
2019-10-02,T20,Australia,Opponent,132 runs,North Sydney Oval,2019,female,Australia,bat,AJ Healy,Sri Lanka Women tour of Australia,Away
2019-10-05,T20,Pakistan,Sri Lanka,64 runs,Gaddafi Stadium,2019,male,Pakistan,field,MD Gunathilaka,Sri Lanka tour of Pakistan,Away
2019-10-05,ODI,Australia,Opponent,157 runs,Allan Border Field,2019,female,Australia,bat,MM Lanning,ICC Women's Championship,Away
2019-10-07,T20,Pakistan,Sri Lanka,35 runs,Gaddafi Stadium,2019,male,Sri Lanka,bat,PBB Rajapaksa,Sri Lanka tour of Pakistan,Away
2019-10-07,ODI,Australia,Opponent,110 runs,Allan Border Field,2019,female,Australia,bat,RL Haynes,ICC Women's Championship,Away
2019-10-09,T20,Pakistan,Sri Lanka,13 runs,Gaddafi Stadium,2019,male,Sri Lanka,bat,PWH de Silva,Sri Lanka tour of Pakistan,Away
2019-10-09,ODI,Australia,Opponent,9 wickets,Allan Border Field,2019,female,Sri Lanka,bat,AJ Healy,ICC Women's Championship,Away
2019-10-27,T20,Australia,Opponent,134 runs,Adelaide Oval,2019,male,Sri Lanka,field,DA Warner,Sri Lanka tour of Australia,Away
2019-10-30,T20,Australia,Opponent,9 wickets,"Brisbane Cricket Ground, Woolloongabba",2019,male,Sri Lanka,bat,DA Warner,Sri Lanka tour of Australia,Away
2019-11-01,T20,Australia,Opponent,7 wickets,Melbourne Cricket Ground,2019,male,Australia,field,DA Warner,Sri Lanka tour of Australia,Away
2019-12-11,Test,Pakistan,Draw,,Rawalpindi Cricket Stadium,2019,male,Sri Lanka,bat,Abid Ali,Sri Lanka in Pakistan Test Series,Away
2019-12-19,Test,Pakistan,Opponent,263 runs,National Stadium,2019,male,Pakistan,bat,Abid Ali,Sri Lanka in Pakistan Test Series,Away
2020-01-07,T20,India,Opponent,7 wickets,Holkar Cricket Stadium,2020,male,India,field,Navdeep Saini,Sri Lanka tour of India,Away
2020-01-10,T20,India,Opponent,78 runs,Maharashtra Cricket Association Stadium,2020,male,Sri Lanka,field,SN Thakur,Sri Lanka tour of India,Away
2020-01-19,Test,Zimbabwe,Sri Lanka,10 wickets,Harare Sports Club,2020,male,Zimbabwe,bat,AD Mathews,Sri Lanka tour of Zimbabwe,Away
2020-01-27,Test,Zimbabwe,Draw,,Harare Sports Club,2020,male,Zimbabwe,bat,Sikandar Raza,Sri Lanka tour of Zimbabwe,Away
2020-02-22,ODI,West Indies,Sri Lanka,1 wicket,Sinhalese Sports Club Ground,2020,male,Sri Lanka,field,PWH de Silva,West Indies tour of Sri Lanka,Home
2020-02-22,T20,New Zealand,Opponent,7 wickets,W.A.C.A. Ground,2020,female,New Zealand,field,HNK Jensen,ICC Women's T20 World Cup,Away
2020-02-24,T20,Australia,Opponent,5 wickets,W.A.C.A. Ground,2020,female,Sri Lanka,bat,RL Haynes,ICC Women's T20 World Cup,Away
2020-02-26,ODI,West Indies,Sri Lanka,161 runs,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2020,male,West Indies,field,WIA Fernando,West Indies tour of Sri Lanka,Away
2020-02-29,T20,India,Opponent,7 wickets,Junction Oval,2020,female,Sri Lanka,bat,RP Yadav,ICC Women's T20 World Cup,Away
2020-03-01,ODI,West Indies,Sri Lanka,6 runs,Pallekele International Cricket Stadium,2020,male,Sri Lanka,bat,AD Mathews,West Indies tour of Sri Lanka,Home
2020-03-02,T20,Bangladesh,Sri Lanka,9 wickets,Junction Oval,2020,female,Bangladesh,bat,HASD Siriwardene,ICC Women's T20 World Cup,Away
2020-03-04,T20,West Indies,Opponent,25 runs,Pallekele International Cricket Stadium,2020,male,West Indies,bat,O Thomas,West Indies tour of Sri Lanka,Home
2020-03-06,T20,West Indies,Opponent,7 wickets,Pallekele International Cricket Stadium,2020,male,West Indies,field,AD Russell,West Indies tour of Sri Lanka,Home
2020-12-26,Test,South Africa,Opponent,45 runs,SuperSport Park,2020,male,Sri Lanka,bat,F du Plessis,Sri Lanka tour of South Africa,Away
2021-01-03,Test,South Africa,Opponent,10 wickets,The Wanderers Stadium,2021,male,Sri Lanka,bat,D Elgar,Sri Lanka tour of South Africa,Away
2021-01-14,Test,England,Opponent,7 wickets,Galle International Stadium,2021,male,Sri Lanka,bat,JE Root,England tour of Sri Lanka,Home
2021-01-22,Test,England,Opponent,6 wickets,Galle International Stadium,2021,male,Sri Lanka,bat,JE Root,England tour of Sri Lanka,Home
2021-03-03,T20,West Indies,Opponent,4 wickets,"Coolidge Cricket Ground, Antigua",2021,male,West Indies,field,KA Pollard,Sri Lanka tour of West Indies,Away
2021-03-05,T20,West Indies,Sri Lanka,43 runs,"Coolidge Cricket Ground, Antigua",2021,male,Sri Lanka,bat,PWH de Silva,Sri Lanka tour of West Indies,Away
2021-03-07,T20,West Indies,Opponent,3 wickets,"Coolidge Cricket Ground, Antigua",2021,male,Sri Lanka,bat,FA Allen,Sri Lanka tour of West Indies,Away
2021-03-10,ODI,West Indies,Opponent,8 wickets,Sir Vivian Richards Stadium,2021,male,Sri Lanka,bat,SD Hope,West Indies v Sri Lanka,Away
2021-03-12,ODI,West Indies,Opponent,5 wickets,Sir Vivian Richards Stadium,2021,male,West Indies,field,E Lewis,West Indies v Sri Lanka,Away
2021-03-14,ODI,West Indies,Opponent,5 wickets,Sir Vivian Richards Stadium,2021,male,West Indies,field,DM Bravo,West Indies v Sri Lanka,Away
2021-03-21,Test,West Indies,Draw,,Sir Vivian Richards Stadium,2021,male,West Indies,field,NE Bonner,Sri Lanka tour of West Indies,Away
2021-03-29,Test,West Indies,Draw,,Sir Vivian Richards Stadium,2021,male,Sri Lanka,field,KC Brathwaite,Sri Lanka tour of West Indies,Away
2021-04-21,Test,Bangladesh,Draw,,Pallekele International Cricket Stadium,2021,male,Bangladesh,bat,FDM Karunaratne,Sri Lanka v Bangladesh,Home
2021-04-29,Test,Bangladesh,Sri Lanka,209 runs,Pallekele International Cricket Stadium,2021,male,Sri Lanka,bat,P Jayawickrama,Bangladesh tour of Sri Lanka,Home
2021-05-23,ODI,Bangladesh,Opponent,33 runs,"Shere Bangla National Stadium, Mirpur",2021,male,Bangladesh,bat,Mushfiqur Rahim,Sri Lanka tour of Bangladesh,Away
2021-05-25,ODI,Bangladesh,Opponent,103 runs,Sher-e-Bangla National Cricket Stadium,2021,male,Bangladesh,bat,Mushfiqur Rahim,Sri Lanka tour of Bangladesh,Away
2021-05-28,ODI,Bangladesh,Sri Lanka,97 runs,"Shere Bangla National Stadium, Mirpur",2021,male,Sri Lanka,bat,PVD Chameera,Sri Lanka tour of Bangladesh,Away
2021-06-23,T20,England,Opponent,8 wickets,"Sophia Gardens, Cardiff",2021,male,Sri Lanka,bat,JC Buttler,Sri Lanka tour of England,Away
2021-06-24,T20,England,Opponent,5 wickets,"Sophia Gardens, Cardiff",2021,male,Sri Lanka,bat,LS Livingstone,Sri Lanka tour of England,Away
2021-06-26,T20,England,Opponent,89 runs,"The Rose Bowl, Southampton",2021,male,Sri Lanka,field,DJ Malan,Sri Lanka tour of England,Away
2021-06-29,ODI,England,Opponent,5 wickets,"Riverside Ground, Chester-le-Street",2021,male,England,field,CR Woakes,Sri Lanka tour of England,Away
2021-07-01,ODI,England,Opponent,8 wickets,"Kennington Oval, London",2021,male,England,field,SM Curran,Sri Lanka tour of England,Away
2021-07-04,ODI,England,No Result,,"County Ground, Bristol",2021,male,England,field,nan,Sri Lanka tour of England,Away
2021-07-18,ODI,India,Opponent,7 wickets,"R Premadasa Stadium, Colombo",2021,male,Sri Lanka,bat,PP Shaw,India tour of Sri Lanka,Home
2021-07-20,ODI,India,Opponent,3 wickets,"R Premadasa Stadium, Colombo",2021,male,Sri Lanka,bat,DL Chahar,India tour of Sri Lanka,Home
2021-07-23,ODI,India,Sri Lanka,3 wickets,"R Premadasa Stadium, Colombo",2021,male,India,bat,WIA Fernando,India tour of Sri Lanka,Home
2021-07-25,T20,India,Opponent,38 runs,"R Premadasa Stadium, Colombo",2021,male,Sri Lanka,field,B Kumar,India tour of Sri Lanka,Home
2021-07-28,T20,India,Sri Lanka,4 wickets,"R Premadasa Stadium, Colombo",2021,male,Sri Lanka,field,DM de Silva,India tour of Sri Lanka,Home
2021-07-29,T20,India,Sri Lanka,7 wickets,"R Premadasa Stadium, Colombo",2021,male,India,bat,PWH de Silva,India tour of Sri Lanka,Home
2021-09-02,ODI,South Africa,Sri Lanka,14 runs,"R Premadasa Stadium, Colombo",2021,male,Sri Lanka,bat,WIA Fernando,South Africa tour of Sri Lanka,Home
2021-09-04,ODI,South Africa,Opponent,67 runs,"R Premadasa Stadium, Colombo",2021,male,South Africa,bat,JN Malan,South Africa tour of Sri Lanka,Home
2021-09-07,ODI,South Africa,Sri Lanka,78 runs,"R Premadasa Stadium, Colombo",2021,male,Sri Lanka,bat,PVD Chameera,South Africa tour of Sri Lanka,Home
2021-09-10,T20,South Africa,Opponent,28 runs,"R Premadasa Stadium, Colombo",2021,male,South Africa,bat,AK Markram,South Africa tour of Sri Lanka,Home
2021-09-12,T20,South Africa,Opponent,9 wickets,"R Premadasa Stadium, Colombo",2021,male,Sri Lanka,bat,T Shamsi,South Africa tour of Sri Lanka,Home
2021-09-14,T20,South Africa,Opponent,10 wickets,"R Premadasa Stadium, Colombo",2021,male,Sri Lanka,bat,Q de Kock,South Africa tour of Sri Lanka,Home
2021-10-18,T20,Namibia,Sri Lanka,7 wickets,"Zayed Cricket Stadium, Abu Dhabi",2021,male,Sri Lanka,field,M Theekshana,ICC Men's T20 World Cup,Away
2021-10-20,T20,Ireland,Sri Lanka,70 runs,"Zayed Cricket Stadium, Abu Dhabi",2021,male,Ireland,field,PWH de Silva,ICC Men's T20 World Cup,Away
2021-10-22,T20,Netherlands,Sri Lanka,8 wickets,Sharjah Cricket Stadium,2021,male,Sri Lanka,field,CBRLS Kumara,ICC Men's T20 World Cup,Away
2021-10-24,T20,Bangladesh,Sri Lanka,5 wickets,Sharjah Cricket Stadium,2021,male,Sri Lanka,field,KIC Asalanka,ICC Men's T20 World Cup,Away
2021-10-28,T20,Australia,Opponent,7 wickets,Dubai International Cricket Stadium,2021,male,Australia,field,A Zampa,ICC Men's T20 World Cup,Away
2021-10-30,T20,South Africa,Opponent,4 wickets,Sharjah Cricket Stadium,2021,male,South Africa,field,T Shamsi,ICC Men's T20 World Cup,Away
2021-11-01,T20,England,Opponent,26 runs,Sharjah Cricket Stadium,2021,male,Sri Lanka,field,JC Buttler,ICC Men's T20 World Cup,Away
2021-11-04,T20,West Indies,Sri Lanka,20 runs,"Zayed Cricket Stadium, Abu Dhabi",2021,male,West Indies,field,KIC Asalanka,ICC Men's T20 World Cup,Away
2021-11-21,Test,West Indies,Sri Lanka,187 runs,Galle International Stadium,2021,male,Sri Lanka,bat,FDM Karunaratne,West Indies tour of Sri Lanka,Home
2021-11-29,Test,West Indies,Sri Lanka,164 runs,Galle International Stadium,2021,male,Sri Lanka,bat,DM de Silva,West Indies tour of Sri Lanka,Home
2022-01-16,ODI,Zimbabwe,Sri Lanka,5 wickets,Pallekele International Cricket Stadium,2022,male,Zimbabwe,bat,LD Chandimal,Zimbabwe tour of Sri Lanka,Home
2022-01-18,ODI,Zimbabwe,Opponent,22 runs,Pallekele International Cricket Stadium,2022,male,Zimbabwe,bat,CR Ervine,Zimbabwe tour of Sri Lanka,Home
2022-01-18,T20,Scotland,Sri Lanka,109 runs,"Kinrara Academy Oval, Kuala Lumpur",2022,female,Sri Lanka,bat,AC Jayangani,Commonwealth Games Women's Cricket Competition Qualifiers,Away
2022-01-20,T20,Kenya,Sri Lanka,9 wickets,"Kinrara Academy Oval, Kuala Lumpur",2022,female,Sri Lanka,field,AC Jayangani,Kenya Women tour of Malaysia,Away
2022-01-21,ODI,Zimbabwe,Sri Lanka,184 runs,Pallekele International Cricket Stadium,2022,male,Sri Lanka,bat,KIC Asalanka,Zimbabwe tour of Sri Lanka,Home
2022-01-22,T20,Malaysia,Sri Lanka,93 runs,"Kinrara Academy Oval, Kuala Lumpur",2022,female,Malaysia,field,H Madavi,Sri Lanka Women tour of Malaysia,Away
2022-01-24,T20,Bangladesh,Sri Lanka,22 runs,"Kinrara Academy Oval, Kuala Lumpur",2022,female,Sri Lanka,bat,nan,Commonwealth Games Women's Cricket Competition Qualifiers,Away
2022-02-11,T20,Australia,Opponent,20 runs,Sydney Cricket Ground,2022,male,Sri Lanka,field,A Zampa,Sri Lanka tour of Australia,Away
2022-02-13,T20,Australia,Tie,,Sydney Cricket Ground,2022,male,Sri Lanka,field,JR Hazlewood,Sri Lanka tour of Australia,Away
2022-02-15,T20,Australia,Opponent,6 wickets,"Manuka Oval, Canberra",2022,male,Australia,field,KW Richardson,Sri Lanka tour of Australia,Away
2022-02-18,T20,Australia,Opponent,6 wickets,Melbourne Cricket Ground,2022,male,Australia,field,GJ Maxwell,Sri Lanka tour of Australia,Away
2022-02-20,T20,Australia,Sri Lanka,5 wickets,Melbourne Cricket Ground,2022,male,Australia,bat,BKG Mendis,Sri Lanka tour of Australia,Away
2022-02-24,T20,India,Opponent,62 runs,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2022,male,Sri Lanka,field,Ishan Kishan,Sri Lanka tour of India,Away
2022-02-26,T20,India,Opponent,7 wickets,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,male,India,field,SS Iyer,Sri Lanka tour of India,Away
2022-02-27,T20,India,Opponent,6 wickets,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,male,Sri Lanka,bat,SS Iyer,Sri Lanka tour of India,Away
2022-03-04,Test,India,Opponent,222 runs,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022,male,India,bat,RA Jadeja,Sri Lanka tour of India,Away
2022-03-12,Test,India,Opponent,238 runs,"M Chinnaswamy Stadium, Bengaluru",2022,male,India,bat,SS Iyer,Sri Lanka tour of India,Away
2022-05-15,Test,Bangladesh,Draw,,"Zahur Ahmed Chowdhury Stadium, Chattogram",2022,male,Sri Lanka,bat,AD Mathews,Sri Lanka tour of Bangladesh,Away
2022-05-23,Test,Bangladesh,Sri Lanka,10 wickets,"Shere Bangla National Stadium, Mirpur",2022,male,Bangladesh,bat,AM Fernando,Sri Lanka tour of Bangladesh,Away
2022-05-24,T20,Pakistan,Opponent,6 wickets,"Southend Club Cricket Stadium, Karachi",2022,female,Sri Lanka,bat,Tuba Hassan,Sri Lanka Women tour of Pakistan,Away
2022-05-26,T20,Pakistan,Opponent,7 wickets,"Southend Club Cricket Stadium, Karachi",2022,female,Sri Lanka,bat,Ayesha Naseem,Sri Lanka Women tour of Pakistan,Away
2022-05-28,T20,Pakistan,Opponent,4 wickets,"Southend Club Cricket Stadium, Karachi",2022,female,Sri Lanka,bat,Bismah Maroof,Sri Lanka Women tour of Pakistan,Away
2022-06-01,ODI,Pakistan,Opponent,8 wickets,"Southend Club Cricket Stadium, Karachi",2022,female,Sri Lanka,bat,Ghulam Fatima,Sri Lanka Women tour of Pakistan,Away
2022-06-03,ODI,Pakistan,Opponent,73 runs,"Southend Club Cricket Stadium, Karachi",2022,female,Pakistan,bat,Sidra Ameen,Sri Lanka Women tour of Pakistan,Away
2022-06-05,ODI,Pakistan,Sri Lanka,93 runs,"Southend Club Cricket Stadium, Karachi",2022,female,Sri Lanka,bat,AC Jayangani,Sri Lanka Women tour of Pakistan,Away
2022-06-07,T20,Australia,Opponent,10 wickets,"R Premadasa Stadium, Colombo",2022,male,Australia,field,JR Hazlewood,Australia tour of Sri Lanka,Home
2022-06-08,T20,Australia,Opponent,3 wickets,"R Premadasa Stadium, Colombo",2022,male,Australia,field,MS Wade,Australia tour of Sri Lanka,Home
2022-06-11,T20,Australia,Sri Lanka,4 wickets,Pallekele International Cricket Stadium,2022,male,Australia,bat,MD Shanaka,Australia tour of Sri Lanka,Home
2022-06-14,ODI,Australia,Opponent,2 wickets,Pallekele International Cricket Stadium,2022,male,Sri Lanka,bat,GJ Maxwell,Australia tour of Sri Lanka,Home
2022-06-16,ODI,Australia,Sri Lanka,26 runs,Pallekele International Cricket Stadium,2022,male,Australia,field,C Karunaratne,Australia tour of Sri Lanka,Home
2022-06-19,ODI,Australia,Sri Lanka,6 wickets,"R Premadasa Stadium, Colombo",2022,male,Australia,bat,P Nissanka,Australia tour of Sri Lanka,Home
2022-06-21,ODI,Australia,Sri Lanka,4 runs,"R Premadasa Stadium, Colombo",2022,male,Australia,field,KIC Asalanka,Australia tour of Sri Lanka,Home
2022-06-23,T20,India,Opponent,34 runs,Rangiri Dambulla International Stadium,2022,female,India,bat,JI Rodrigues,India Women tour of Sri Lanka,Home
2022-06-24,ODI,Australia,Opponent,4 wickets,"R Premadasa Stadium, Colombo",2022,male,Sri Lanka,bat,C Karunaratne,Australia tour of Sri Lanka,Home
2022-06-25,T20,India,Opponent,5 wickets,Rangiri Dambulla International Stadium,2022,female,Sri Lanka,bat,H Kaur,India Women tour of Sri Lanka,Home
2022-06-27,T20,India,Sri Lanka,7 wickets,Rangiri Dambulla International Stadium,2022,female,India,bat,AC Jayangani,India Women tour of Sri Lanka,Home
2022-06-29,Test,Australia,Opponent,10 wickets,Galle International Stadium,2022,male,Sri Lanka,bat,C Green,Australia tour of Sri Lanka,Home
2022-07-01,ODI,India,Opponent,4 wickets,Pallekele International Cricket Stadium,2022,female,Sri Lanka,bat,DB Sharma,India Women tour of Sri Lanka,Home
2022-07-04,ODI,India,Opponent,10 wickets,Pallekele International Cricket Stadium,2022,female,India,field,Renuka Singh,India Women tour of Sri Lanka,Home
2022-07-07,ODI,India,Opponent,39 runs,Pallekele International Cricket Stadium,2022,female,Sri Lanka,field,H Kaur,India Women tour of Sri Lanka,Home
2022-07-08,Test,Australia,Sri Lanka,39 runs,Galle International Stadium,2022,male,Australia,bat,NGRP Jayasuriya,Australia tour of Sri Lanka,Home
2022-07-16,Test,Pakistan,Opponent,4 wickets,Galle International Stadium,2022,male,Sri Lanka,bat,Abdullah Shafique,Pakistan tour of Sri Lanka,Home
2022-07-24,Test,Pakistan,Sri Lanka,246 runs,Galle International Stadium,2022,male,Sri Lanka,bat,DM de Silva,Pakistan tour of Sri Lanka,Home
2022-07-30,T20,England,Opponent,5 wickets,"Edgbaston, Birmingham",2022,female,Sri Lanka,bat,nan,Commonwealth Games Women's Cricket Competition,Away
2022-08-02,T20,New Zealand,Opponent,45 runs,"Edgbaston, Birmingham",2022,female,New Zealand,bat,nan,Commonwealth Games Women's Cricket Competition,Away
2022-08-04,T20,South Africa,Opponent,10 wickets,"Edgbaston, Birmingham",2022,female,South Africa,field,nan,Commonwealth Games Women's Cricket Competition,Away
2022-09-01,T20,Bangladesh,Sri Lanka,2 wickets,Dubai International Cricket Stadium,2022,male,Sri Lanka,field,BKG Mendis,Asia Cup,Away
2022-09-06,T20,India,Sri Lanka,6 wickets,Dubai International Cricket Stadium,2022,male,Sri Lanka,field,MD Shanaka,Asia Cup,Away
2022-09-09,T20,Pakistan,Sri Lanka,5 wickets,Dubai International Cricket Stadium,2022,male,Sri Lanka,field,PWH de Silva,Asia Cup,Away
2022-09-11,T20,Pakistan,Sri Lanka,23 runs,Dubai International Cricket Stadium,2022,male,Pakistan,field,PBB Rajapaksa,Asia Cup,Away
2022-10-01,T20,India,Opponent,41 runs,"Sylhet International Cricket Stadium, Academy Ground",2022,female,Sri Lanka,field,JI Rodrigues,Women's Asia Cup,Away
2022-10-02,T20,United Arab Emirates,Sri Lanka,11 runs,"Sylhet International Cricket Stadium, Academy Ground",2022,female,Sri Lanka,bat,H Madavi,Women's Asia Cup,Away
2022-10-04,T20,Thailand,Sri Lanka,49 runs,"Sylhet International Cricket Stadium, Academy Ground",2022,female,Sri Lanka,bat,H Madavi,Women's Asia Cup,Away
2022-10-08,T20,Malaysia,Sri Lanka,72 runs,Sylhet International Cricket Stadium,2022,female,Sri Lanka,bat,M Shehani,Women's Asia Cup,Away
2022-10-10,T20,Bangladesh,Sri Lanka,3 runs,Sylhet International Cricket Stadium,2022,female,Bangladesh,field,I Ranaweera,Women's Asia Cup,Away
2022-10-11,T20,Pakistan,Opponent,5 wickets,Sylhet International Cricket Stadium,2022,female,Sri Lanka,bat,Umaima Sohail,Women's Asia Cup,Away
2022-10-13,T20,Pakistan,Sri Lanka,1 run,Sylhet International Cricket Stadium,2022,female,Sri Lanka,bat,I Ranaweera,Women's Asia Cup,Away
2022-10-15,T20,India,Opponent,8 wickets,Sylhet International Cricket Stadium,2022,female,Sri Lanka,bat,Renuka Singh,Women's Asia Cup,Away
2022-10-16,T20,Namibia,Opponent,55 runs,"GMHBA Stadium, South Geelong, Victoria",2022,male,Sri Lanka,field,JN Frylinck,ICC Men's T20 World Cup,Away
2022-10-18,T20,United Arab Emirates,Sri Lanka,79 runs,"GMHBA Stadium, South Geelong, Victoria",2022,male,United Arab Emirates,field,P Nissanka,ICC Men's T20 World Cup,Away
